timestamp,day,hour,minute,temperature,humidity,nh3,co2,activity,ear_tag_temp,feeding_amount,anomaly_label
Day02-00:55,2,0,55,18.4,71.9,5.3,276.0,19.2,38.3,0,正常
Day02-00:56,2,0,56,19.8,70.5,5.6,191.0,15.9,38.3,0,正常
Day02-00:57,2,0,57,19.6,71.2,8.8,271.0,0,38.2,0,正常
Day02-00:58,2,0,58,19.4,72.6,5.3,262.0,16.2,38.6,0,正常
Day02-00:59,2,0,59,19.6,71.2,4.4,151.0,12.1,38.6,0,正常
Day02-01:00,2,1,0,19.8,69.6,5.2,236.0,19.0,37.8,0,正常
Day02-01:01,2,1,1,20.1,73.0,3.5,222.0,12.0,38.3,0,正常
Day02-01:02,2,1,2,19.7,71.1,6.6,116.0,17.5,38.6,0,正常
Day02-01:03,2,1,3,19.9,70.3,7.5,232.0,9.2,38.9,0,正常
Day02-01:04,2,1,4,19.7,69.3,7.4,146.0,12.5,38.9,0,正常
Day02-01:05,2,1,5,19.6,68.8,4.6,228.0,11.5,38.0,0,正常
Day02-01:06,2,1,6,19.9,70.6,5.3,241.0,10.5,38.0,0,正常
Day02-01:07,2,1,7,20.3,71.2,7.6,139.0,18.3,38.7,0,正常
Day02-01:08,2,1,8,19.8,70.2,5.1,252.0,15.4,38.1,0,正常
Day02-01:09,2,1,9,20.3,69.6,6.9,190.0,16.7,39.2,0,正常
Day02-01:10,2,1,10,19.9,71.3,5.5,197.0,12.0,38.1,0,正常
Day02-01:11,2,1,11,19.3,71.0,7.0,275.0,12.3,38.9,0,正常
Day02-01:12,2,1,12,19.5,69.4,6.0,234.0,17.0,38.4,0,正常
Day02-01:13,2,1,13,20.5,70.5,4.6,274.0,23.0,38.4,0,正常
Day02-01:14,2,1,14,19.7,68.9,7.7,233.0,10.9,38.3,0,正常
Day02-01:15,2,1,15,19.9,71.7,3.7,156.0,11.2,38.5,0,正常
Day02-01:16,2,1,16,20.2,71.0,4.2,183.0,17.6,38.4,0,正常
Day02-01:17,2,1,17,19.8,70.2,4.4,221.0,25.2,38.8,0,正常
Day02-01:18,2,1,18,20.2,68.9,1.7,216.0,11.2,38.5,0,正常
Day02-01:19,2,1,19,20.2,71.0,6.0,261.0,13.3,38.2,0,正常
Day02-01:20,2,1,20,20.0,69.8,7.3,177.0,13.9,38.4,0,正常
Day02-01:21,2,1,21,19.7,70.3,5.9,303.0,16.1,38.3,0,正常
Day02-01:22,2,1,22,19.6,67.9,3.9,243.0,25.2,38.8,0,正常
Day02-01:23,2,1,23,19.5,69.2,4.3,105.0,18.0,38.5,0,正常
Day02-01:24,2,1,24,19.9,71.1,4.8,347.0,10.5,38.5,0,正常
Day02-01:25,2,1,25,19.5,70.1,5.8,259.0,13.6,37.8,0,正常
Day02-01:26,2,1,26,19.6,70.3,5.1,166.0,10.3,38.4,0,正常
Day02-01:27,2,1,27,20.5,70.5,5.0,219.0,13.9,38.3,0,正常
Day02-01:28,2,1,28,19.6,69.6,3.0,213.0,9.8,38.6,0,正常
Day02-01:29,2,1,29,19.3,71.6,6.3,197.0,20.9,38.0,0,正常
Day02-01:30,2,1,30,20.4,71.5,3.7,209.0,14.4,38.4,0,正常
Day02-01:31,2,1,31,19.9,71.0,3.3,168.0,17.5,39.0,0,正常
Day02-01:32,2,1,32,19.6,69.3,4.5,283.0,9.8,39.1,0,正常
Day02-01:33,2,1,33,19.5,69.8,4.5,143.0,14.5,38.6,0,正常
Day02-01:34,2,1,34,19.9,69.7,6.0,245.0,20.6,38.3,0,正常
Day02-01:35,2,1,35,20.2,70.7,2.9,234.0,12.5,38.1,0,正常
Day02-01:36,2,1,36,19.9,70.8,5.4,97.0,10.9,37.8,0,正常
Day02-01:37,2,1,37,19.7,71.4,5.4,197.0,14.3,38.3,0,正常
Day02-01:38,2,1,38,19.8,71.0,3.8,243.0,22.0,38.4,0,正常
Day02-01:39,2,1,39,19.3,69.6,3.6,252.0,16.0,38.7,0,正常
Day02-01:40,2,1,40,19.6,71.7,4.5,90.0,13.6,38.2,0,正常
Day02-01:41,2,1,41,19.9,70.2,6.1,231.0,10.5,38.9,0,正常
Day02-01:42,2,1,42,19.5,70.5,5.7,174.0,10.9,38.1,0,正常
Day02-01:43,2,1,43,19.9,70.3,5.3,235.0,11.9,38.4,0,正常
Day02-01:44,2,1,44,20.4,71.8,4.9,228.0,12.9,38.6,0,正常
Day02-01:45,2,1,45,19.7,70.5,3.6,109.0,14.2,38.5,0,正常
Day02-01:46,2,1,46,19.8,69.5,4.4,157.0,9.0,38.7,0,正常
Day02-01:47,2,1,47,19.9,72.6,5.0,162.0,12.2,38.1,0,正常
Day02-01:48,2,1,48,19.8,70.0,6.6,216.0,16.1,38.4,0,正常
Day02-01:49,2,1,49,19.9,71.3,3.3,188.0,11.1,38.5,0,正常
Day02-01:50,2,1,50,20.2,71.2,5.9,297.0,10.3,38.5,0,正常
Day02-01:51,2,1,51,20.0,69.5,5.9,155.0,11.4,38.3,0,正常
Day02-01:52,2,1,52,20.5,71.0,5.2,261.0,15.4,37.9,0,正常
Day02-01:53,2,1,53,20.0,68.7,7.6,283.0,12.8,39.1,0,正常
Day02-01:54,2,1,54,20.0,71.0,3.3,224.0,9.3,38.5,0,正常
Day02-01:55,2,1,55,20.3,69.9,7.7,153.0,20.6,39.0,0,正常
Day02-01:56,2,1,56,20.2,72.0,2.6,240.0,14.9,38.3,0,正常
Day02-01:57,2,1,57,20.2,70.4,5.2,184.0,11.4,38.5,0,正常
Day02-01:58,2,1,58,19.5,72.9,4.5,291.0,15.3,37.9,0,正常
Day02-01:59,2,1,59,19.9,72.7,3.4,224.0,7.6,38.6,0,正常
Day02-02:00,2,2,0,20.6,68.0,6.3,301.0,17.3,38.4,0,正常
Day02-02:01,2,2,1,19.8,70.2,5.3,288.0,15.3,38.9,0,正常
Day02-02:02,2,2,2,20.0,67.4,4.7,203.0,17.2,38.9,0,正常
Day02-02:03,2,2,3,20.6,69.4,6.1,273.0,15.1,38.7,0,正常
Day02-02:04,2,2,4,20.2,70.5,10.1,238.0,9.5,38.5,0,正常
Day02-02:05,2,2,5,20.6,65.9,3.6,218.0,14.9,38.7,0,正常
Day02-02:06,2,2,6,21.0,69.2,5.5,288.0,23.3,38.4,0,正常
Day02-02:07,2,2,7,20.5,69.8,2.7,281.0,15.9,38.8,0,正常
Day02-02:08,2,2,8,19.9,68.1,1.5,259.0,7.8,38.7,0,正常
Day02-02:09,2,2,9,20.7,69.0,3.2,295.0,14.7,38.7,0,正常
Day02-02:10,2,2,10,20.6,70.9,4.9,231.0,9.6,38.5,0,正常
Day02-02:11,2,2,11,20.0,69.4,4.0,292.0,9.4,39.1,0,正常
Day02-02:12,2,2,12,20.8,68.5,5.3,328.0,17.5,38.2,0,正常
Day02-02:13,2,2,13,20.5,68.7,4.9,322.0,25.2,38.6,0,正常
Day02-02:14,2,2,14,20.6,70.0,4.8,184.0,10.9,38.6,0,正常
Day02-02:15,2,2,15,20.2,70.4,5.2,198.0,12.6,38.1,0,正常
Day02-02:16,2,2,16,20.1,68.5,5.4,295.0,13.5,38.4,0,正常
Day02-02:17,2,2,17,20.6,69.4,7.8,262.0,8.8,38.7,0,正常
Day02-02:18,2,2,18,20.5,69.2,2.7,271.0,17.3,38.4,0,正常
Day02-02:19,2,2,19,20.6,70.0,6.9,274.0,13.8,38.6,0,正常
Day02-02:20,2,2,20,21.2,68.3,6.9,149.0,18.5,38.5,0,正常
Day02-02:21,2,2,21,20.6,69.6,6.4,283.0,22.6,38.7,0,正常
Day02-02:22,2,2,22,20.6,69.2,6.9,315.0,11.1,38.3,0,正常
Day02-02:23,2,2,23,20.4,67.5,5.7,241.0,19.9,38.5,0,正常
Day02-02:24,2,2,24,21.0,70.2,4.4,231.0,13.0,38.9,0,正常
Day02-02:25,2,2,25,20.6,70.4,4.5,263.0,24.4,38.4,0,正常
Day02-02:26,2,2,26,20.5,68.4,4.6,198.0,17.3,38.9,0,正常
Day02-02:27,2,2,27,21.0,68.6,7.4,286.0,12.3,38.1,0,正常
Day02-02:28,2,2,28,20.8,68.7,5.1,217.0,9.3,38.1,0,正常
Day02-02:29,2,2,29,20.3,68.7,4.7,236.0,5.1,37.5,0,正常
Day02-02:30,2,2,30,20.6,67.8,6.7,175.0,13.0,38.5,0,正常
Day02-02:31,2,2,31,20.8,68.5,5.5,265.0,9.7,38.9,0,正常
Day02-02:32,2,2,32,20.4,69.5,3.7,252.0,12.4,39.0,0,正常
Day02-02:33,2,2,33,20.9,70.8,6.3,228.0,8.1,38.3,0,正常
Day02-02:34,2,2,34,20.5,69.0,5.7,217.0,24.1,38.4,0,正常
Day02-02:35,2,2,35,20.4,69.6,5.9,203.0,13.1,38.8,0,正常
Day02-02:36,2,2,36,20.7,69.8,6.4,290.0,16.3,38.4,0,正常
Day02-02:37,2,2,37,20.2,70.3,5.2,280.0,16.0,38.0,0,正常
Day02-02:38,2,2,38,20.9,67.9,5.6,295.0,17.7,38.4,0,正常
Day02-02:39,2,2,39,21.2,68.4,5.2,216.0,17.4,38.2,0,正常
Day02-02:40,2,2,40,20.1,67.6,2.7,234.0,8.2,38.8,0,正常
Day02-02:41,2,2,41,19.9,70.2,4.8,170.0,17.7,38.4,0,正常
Day02-02:42,2,2,42,20.2,69.4,5.3,272.0,13.3,38.9,0,正常
Day02-02:43,2,2,43,20.6,69.6,5.3,234.0,15.9,38.5,0,正常
Day02-02:44,2,2,44,20.9,71.8,2.9,298.0,14.1,38.3,0,正常
Day02-02:45,2,2,45,20.7,69.8,3.7,316.0,14.3,38.7,0,正常
Day02-02:46,2,2,46,20.0,70.3,4.0,194.0,9.6,38.0,0,正常
Day02-02:47,2,2,47,19.9,67.0,4.9,292.0,16.3,38.1,0,正常
Day02-02:48,2,2,48,20.4,69.4,5.4,243.0,14.0,38.4,0,正常
Day02-02:49,2,2,49,20.5,68.4,5.0,153.0,18.0,38.1,0,正常
Day02-02:50,2,2,50,20.9,69.1,5.7,209.0,14.0,38.3,0,正常
Day02-02:51,2,2,51,20.6,70.1,4.4,318.0,20.0,38.1,0,正常
Day02-02:52,2,2,52,20.8,68.9,4.6,257.0,14.5,37.8,0,正常
Day02-02:53,2,2,53,20.8,66.9,4.8,288.0,16.4,38.6,0,正常
Day02-02:54,2,2,54,20.4,69.9,2.8,178.0,19.2,38.9,0,正常
Day02-02:55,2,2,55,19.9,66.2,5.1,302.0,17.6,38.4,0,正常
Day02-02:56,2,2,56,20.2,69.6,5.8,317.0,15.3,38.3,0,正常
Day02-02:57,2,2,57,20.2,71.2,4.2,198.0,20.9,38.7,0,正常
Day02-02:58,2,2,58,20.1,68.6,6.9,239.0,12.3,38.2,0,正常
Day02-02:59,2,2,59,20.4,70.0,5.2,289.0,16.0,38.3,0,正常
Day02-03:00,2,3,0,21.4,65.9,4.6,372.0,22.2,38.3,0,正常
Day02-03:01,2,3,1,21.3,66.3,4.6,373.0,5.3,38.4,0,正常
Day02-03:02,2,3,2,21.6,66.3,3.1,293.0,20.3,38.7,0,正常
Day02-03:03,2,3,3,21.0,68.6,6.4,294.0,10.1,39.0,0,正常
Day02-03:04,2,3,4,21.3,66.2,5.4,234.0,6.9,38.1,0,正常
Day02-03:05,2,3,5,21.6,66.9,8.5,309.0,14.7,38.4,0,正常
Day02-03:06,2,3,6,21.7,67.5,8.8,388.0,17.3,38.7,0,正常
Day02-03:07,2,3,7,21.3,67.7,4.0,364.0,12.7,38.2,0,正常
Day02-03:08,2,3,8,21.2,65.4,5.4,303.0,10.8,38.1,0,正常
Day02-03:09,2,3,9,20.9,66.5,3.3,312.0,16.5,38.4,0,正常
Day02-03:10,2,3,10,21.2,67.3,5.2,233.0,14.8,38.7,0,正常
Day02-03:11,2,3,11,21.6,67.7,3.5,306.0,16.1,38.8,0,正常
Day02-03:12,2,3,12,21.3,69.0,7.0,300.0,11.9,38.2,0,正常
Day02-03:13,2,3,13,21.2,67.5,5.3,298.0,16.5,38.4,0,正常
Day02-03:14,2,3,14,21.1,66.6,7.9,345.0,20.3,38.9,0,正常
Day02-03:15,2,3,15,21.6,68.1,4.6,373.0,11.0,37.7,0,正常
Day02-03:16,2,3,16,21.6,67.4,5.0,328.0,14.3,38.6,0,正常
Day02-03:17,2,3,17,21.4,68.2,4.3,383.0,16.1,38.5,0,正常
Day02-03:18,2,3,18,21.5,64.9,3.5,323.0,13.0,38.4,0,正常
Day02-03:19,2,3,19,20.8,66.3,6.0,294.0,13.0,39.0,0,正常
Day02-03:20,2,3,20,21.0,66.6,4.4,284.0,12.6,38.9,0,正常
Day02-03:21,2,3,21,21.3,66.0,3.9,314.0,18.2,38.5,0,正常
Day02-03:22,2,3,22,21.7,67.3,5.3,373.0,14.0,38.2,0,正常
Day02-03:23,2,3,23,21.4,66.8,4.3,283.0,13.3,38.5,0,正常
Day02-03:24,2,3,24,21.1,66.0,1.3,357.0,17.5,37.7,0,正常
Day02-03:25,2,3,25,20.9,68.4,6.5,346.0,17.6,39.0,0,正常
Day02-03:26,2,3,26,21.5,66.9,3.4,272.0,10.8,37.9,0,正常
Day02-03:27,2,3,27,21.7,67.6,5.3,423.0,19.7,38.7,0,正常
Day02-03:28,2,3,28,21.4,69.3,7.4,292.0,14.7,38.7,0,正常
Day02-03:29,2,3,29,21.3,66.6,6.5,320.0,19.2,38.4,0,正常
Day02-03:30,2,3,30,20.7,67.3,7.9,403.0,23.4,38.7,0,正常
Day02-03:31,2,3,31,20.9,67.7,4.1,267.0,14.6,38.7,0,正常
Day02-03:32,2,3,32,20.7,66.1,6.0,298.0,12.3,38.2,0,正常
Day02-03:33,2,3,33,21.6,66.6,3.7,383.0,18.0,38.3,0,正常
Day02-03:34,2,3,34,21.3,67.3,4.2,245.0,17.0,37.9,0,正常
Day02-03:35,2,3,35,21.2,67.4,4.5,271.0,17.2,38.2,0,正常
Day02-03:36,2,3,36,21.4,67.9,6.0,300.0,22.1,39.0,0,正常
Day02-03:37,2,3,37,20.7,66.2,4.5,303.0,21.2,38.3,0,正常
Day02-03:38,2,3,38,21.7,67.5,6.6,376.0,24.7,38.1,0,正常
Day02-03:39,2,3,39,21.1,67.3,6.7,350.0,14.1,38.8,0,正常
Day02-03:40,2,3,40,21.7,65.7,5.7,270.0,21.5,38.4,0,正常
Day02-03:41,2,3,41,21.4,67.7,5.8,355.0,12.3,38.1,0,正常
Day02-03:42,2,3,42,21.2,67.9,7.2,292.0,11.9,38.7,0,正常
Day02-03:43,2,3,43,21.0,68.2,7.9,295.0,16.1,38.4,0,正常
Day02-03:44,2,3,44,21.1,69.1,5.7,315.0,19.6,38.5,0,正常
Day02-03:45,2,3,45,21.3,66.2,3.0,317.0,15.1,38.4,0,正常
Day02-03:46,2,3,46,21.0,66.0,3.7,208.0,14.9,39.2,0,正常
Day02-03:47,2,3,47,21.1,67.3,7.2,243.0,12.6,38.9,0,正常
Day02-03:48,2,3,48,20.7,68.9,3.5,309.0,15.8,38.3,0,正常
Day02-03:49,2,3,49,21.1,67.6,5.2,321.0,14.5,38.4,0,正常
Day02-03:50,2,3,50,21.7,66.3,5.2,323.0,14.7,38.2,0,正常
Day02-03:51,2,3,51,21.2,66.9,4.2,311.0,19.8,38.8,0,正常
Day02-03:52,2,3,52,21.5,66.8,4.6,398.0,12.8,38.8,0,正常
Day02-03:53,2,3,53,21.2,67.8,1.5,318.0,15.6,38.6,0,正常
Day02-03:54,2,3,54,21.2,66.1,4.5,257.0,18.9,38.8,0,正常
Day02-03:55,2,3,55,21.1,64.2,3.2,353.0,12.8,38.3,0,正常
Day02-03:56,2,3,56,21.2,67.3,3.2,345.0,16.8,38.7,0,正常
Day02-03:57,2,3,57,21.3,67.3,2.9,359.0,22.9,38.9,0,正常
Day02-03:58,2,3,58,22.0,68.4,5.7,360.0,25.9,38.6,0,正常
Day02-03:59,2,3,59,21.3,66.0,4.8,299.0,22.6,38.9,0,正常
Day02-04:00,2,4,0,21.8,65.9,4.4,321.0,11.6,38.2,0,正常
Day02-04:01,2,4,1,21.9,63.7,6.6,370.0,17.4,38.8,0,正常
Day02-04:02,2,4,2,21.8,63.7,4.7,384.0,21.3,38.1,0,正常
Day02-04:03,2,4,3,22.1,63.6,6.7,356.0,17.4,37.9,0,正常
Day02-04:04,2,4,4,22.4,65.8,6.3,346.0,18.7,38.8,0,正常
Day02-04:05,2,4,5,22.2,63.8,6.7,505.0,21.2,38.8,0,正常
Day02-04:06,2,4,6,22.4,64.7,4.0,478.0,16.5,38.6,0,正常
Day02-04:07,2,4,7,21.8,66.2,3.5,442.0,11.9,38.6,0,正常
Day02-04:08,2,4,8,22.1,63.3,3.1,439.0,16.6,38.4,0,正常
Day02-04:09,2,4,9,21.8,66.1,5.5,453.0,15.2,38.7,0,正常
Day02-04:10,2,4,10,21.9,64.1,5.3,401.0,13.3,38.7,0,正常
Day02-04:11,2,4,11,22.5,64.3,3.7,336.0,14.3,38.3,0,正常
Day02-04:12,2,4,12,21.6,66.2,6.6,335.0,18.3,39.0,0,正常
Day02-04:13,2,4,13,22.5,64.9,5.5,352.0,14.5,38.6,0,正常
Day02-04:14,2,4,14,22.0,66.0,6.5,384.0,22.9,38.7,0,正常
Day02-04:15,2,4,15,22.0,65.3,3.8,326.0,20.4,38.9,0,正常
Day02-04:16,2,4,16,22.6,67.0,6.6,379.0,11.9,38.7,0,正常
Day02-04:17,2,4,17,21.9,65.6,3.8,331.0,20.2,38.1,0,正常
Day02-04:18,2,4,18,22.3,64.9,6.2,450.0,9.8,38.9,0,正常
Day02-04:19,2,4,19,22.2,65.6,7.3,333.0,8.7,38.7,0,正常
Day02-04:20,2,4,20,21.9,65.5,3.5,381.0,19.8,39.1,0,正常
Day02-04:21,2,4,21,22.0,63.8,5.6,399.0,5.9,38.8,0,正常
Day02-04:22,2,4,22,21.8,64.6,7.5,432.0,6.9,38.9,0,正常
Day02-04:23,2,4,23,21.6,63.3,4.7,432.0,18.3,39.0,0,正常
Day02-04:24,2,4,24,22.3,65.9,3.5,335.0,15.7,38.3,0,正常
Day02-04:25,2,4,25,21.6,65.0,7.0,426.0,19.9,38.7,0,正常
Day02-04:26,2,4,26,21.7,63.7,3.5,398.0,14.9,38.2,0,正常
Day02-04:27,2,4,27,21.7,65.6,6.1,396.0,11.7,38.3,0,正常
Day02-04:28,2,4,28,22.1,65.7,3.0,453.0,13.6,38.3,0,正常
Day02-04:29,2,4,29,22.1,65.6,5.8,347.0,19.8,38.3,0,正常
Day02-04:30,2,4,30,22.0,65.2,6.1,373.0,14.1,38.2,0,正常
Day02-04:31,2,4,31,22.0,65.2,3.9,423.0,4.7,38.7,0,正常
Day02-04:32,2,4,32,21.8,63.8,3.8,413.0,26.0,37.8,0,正常
Day02-04:33,2,4,33,21.7,65.4,5.9,477.0,13.5,38.7,0,正常
Day02-04:34,2,4,34,22.0,63.4,5.7,400.0,10.8,39.0,0,正常
Day02-04:35,2,4,35,22.2,65.6,5.2,348.0,14.2,38.6,0,正常
Day02-04:36,2,4,36,21.9,62.7,5.9,434.0,16.0,38.7,0,正常
Day02-04:37,2,4,37,22.2,63.8,7.8,388.0,16.8,37.8,0,正常
Day02-04:38,2,4,38,21.9,62.8,5.5,374.0,15.1,38.3,0,正常
Day02-04:39,2,4,39,21.7,67.0,5.2,379.0,28.7,38.2,0,正常
Day02-04:40,2,4,40,22.1,64.5,4.1,337.0,15.8,38.3,0,正常
Day02-04:41,2,4,41,22.0,65.0,5.3,418.0,8.4,38.1,0,正常
Day02-04:42,2,4,42,22.1,63.9,4.3,356.0,18.4,38.3,0,正常
Day02-04:43,2,4,43,22.1,67.0,5.7,310.0,22.3,38.5,0,正常
Day02-04:44,2,4,44,22.0,65.0,5.4,404.0,15.7,38.7,0,正常
Day02-04:45,2,4,45,21.2,63.9,2.6,430.0,21.7,38.4,0,正常
Day02-04:46,2,4,46,22.7,65.7,4.5,446.0,19.3,38.6,0,正常
Day02-04:47,2,4,47,21.6,63.8,3.7,423.0,18.9,38.5,0,正常
Day02-04:48,2,4,48,22.5,63.9,6.4,393.0,23.9,38.3,0,正常
Day02-04:49,2,4,49,21.7,65.1,3.7,435.0,15.3,38.9,0,正常
Day02-04:50,2,4,50,22.2,65.4,6.5,410.0,16.2,38.8,0,正常
Day02-04:51,2,4,51,22.3,66.4,5.0,469.0,25.5,38.6,0,正常
Day02-04:52,2,4,52,21.7,64.5,8.5,339.0,9.0,38.8,0,正常
Day02-04:53,2,4,53,22.6,64.5,4.6,368.0,16.6,38.2,0,正常
Day02-04:54,2,4,54,22.1,65.9,3.1,356.0,18.6,38.4,0,正常
Day02-04:55,2,4,55,22.4,66.4,5.4,347.0,0,38.5,0,正常
Day02-04:56,2,4,56,22.0,63.3,3.6,419.0,18.1,38.8,0,正常
Day02-04:57,2,4,57,21.7,64.3,7.6,407.0,21.1,38.5,0,正常
Day02-04:58,2,4,58,22.0,66.0,3.8,472.0,19.3,38.5,0,正常
Day02-04:59,2,4,59,22.2,65.7,7.2,467.0,15.7,38.7,0,正常
Day02-05:00,2,5,0,23.1,62.4,6.2,528.0,16.0,38.5,0,正常
Day02-05:01,2,5,1,22.4,64.3,6.4,469.0,17.0,38.0,0,正常
Day02-05:02,2,5,2,22.9,63.2,5.7,579.0,16.0,38.4,0,正常
Day02-05:03,2,5,3,22.6,62.6,6.9,442.0,20.9,38.7,0,正常
Day02-05:04,2,5,4,22.4,62.9,6.1,542.0,8.4,38.1,0,正常
Day02-05:05,2,5,5,22.8,63.6,6.8,489.0,19.6,38.5,0,正常
Day02-05:06,2,5,6,22.9,61.9,6.4,513.0,20.2,38.8,0,正常
Day02-05:07,2,5,7,23.0,63.0,6.6,499.0,7.8,38.3,0,正常
Day02-05:08,2,5,8,22.6,62.8,6.5,469.0,27.3,39.2,0,正常
Day02-05:09,2,5,9,22.6,62.1,6.5,462.0,9.2,38.9,0,正常
Day02-05:10,2,5,10,22.8,63.4,5.9,485.0,10.5,38.4,0,正常
Day02-05:11,2,5,11,22.9,62.1,6.1,598.0,24.4,38.3,0,正常
Day02-05:12,2,5,12,22.8,64.1,4.6,577.0,8.8,38.6,0,正常
Day02-05:13,2,5,13,22.7,63.0,4.3,411.0,19.7,37.9,0,正常
Day02-05:14,2,5,14,22.7,65.4,6.2,569.0,20.1,38.1,0,正常
Day02-05:15,2,5,15,22.8,62.6,2.5,425.0,20.7,39.0,0,正常
Day02-05:16,2,5,16,22.3,61.6,7.6,502.0,25.5,38.7,0,正常
Day02-05:17,2,5,17,22.6,61.9,5.5,498.0,13.5,38.4,0,正常
Day02-05:18,2,5,18,22.5,62.3,6.5,525.0,19.4,38.9,0,正常
Day02-05:19,2,5,19,23.3,62.2,7.7,560.0,19.2,38.9,0,正常
Day02-05:20,2,5,20,22.9,62.6,7.1,577.0,17.8,38.1,0,正常
Day02-05:21,2,5,21,22.9,64.2,5.1,581.0,16.0,38.9,0,正常
Day02-05:22,2,5,22,22.3,62.5,4.5,467.0,14.4,38.4,0,正常
Day02-05:23,2,5,23,22.6,62.9,4.7,525.0,16.6,39.0,0,正常
Day02-05:24,2,5,24,23.2,63.1,5.4,563.0,13.6,38.4,0,正常
Day02-05:25,2,5,25,22.5,62.9,5.9,526.0,18.2,38.6,0,正常
Day02-05:26,2,5,26,22.9,64.4,6.2,546.0,29.0,38.4,0,正常
Day02-05:27,2,5,27,22.9,63.4,4.8,338.0,17.9,38.5,0,正常
Day02-05:28,2,5,28,23.2,62.7,5.3,462.0,6.8,38.1,0,正常
Day02-05:29,2,5,29,23.4,62.4,4.1,492.0,19.0,38.4,0,正常
Day02-05:30,2,5,30,22.6,62.5,9.7,576.0,14.3,39.0,0,正常
Day02-05:31,2,5,31,22.4,62.7,5.5,564.0,11.6,38.3,0,正常
Day02-05:32,2,5,32,23.4,62.2,7.5,529.0,11.0,38.6,0,正常
Day02-05:33,2,5,33,22.7,63.9,6.6,407.0,7.2,38.3,0,正常
Day02-05:34,2,5,34,23.2,63.3,6.7,553.0,13.2,38.8,0,正常
Day02-05:35,2,5,35,22.9,64.3,5.3,472.0,14.8,39.1,0,正常
Day02-05:36,2,5,36,23.0,62.6,6.4,587.0,14.5,38.4,0,正常
Day02-05:37,2,5,37,22.8,62.8,3.5,579.0,12.4,38.8,0,正常
Day02-05:38,2,5,38,22.8,62.2,2.5,525.0,15.9,38.4,0,正常
Day02-05:39,2,5,39,22.5,63.0,5.6,497.0,13.7,38.6,0,正常
Day02-05:40,2,5,40,22.8,61.6,6.2,602.0,11.9,38.9,0,正常
Day02-05:41,2,5,41,22.9,63.7,5.6,474.0,10.7,38.0,0,正常
Day02-05:42,2,5,42,22.7,63.8,8.8,540.0,8.4,38.7,0,正常
Day02-05:43,2,5,43,22.8,62.9,7.9,508.0,18.3,38.1,0,正常
Day02-05:44,2,5,44,22.6,63.1,5.3,492.0,19.4,38.2,0,正常
Day02-05:45,2,5,45,22.9,62.1,5.2,501.0,9.5,38.4,0,正常
Day02-05:46,2,5,46,23.0,62.4,5.7,460.0,3.4,38.5,0,正常
Day02-05:47,2,5,47,23.2,61.7,6.6,474.0,16.0,38.2,0,正常
Day02-05:48,2,5,48,22.5,63.9,5.0,553.0,19.0,38.5,0,正常
Day02-05:49,2,5,49,22.7,62.4,6.0,491.0,7.9,38.6,0,正常
Day02-05:50,2,5,50,22.6,64.9,4.8,526.0,6.9,38.8,0,正常
Day02-05:51,2,5,51,22.6,60.8,7.4,500.0,8.3,38.8,0,正常
Day02-05:52,2,5,52,23.0,60.5,5.8,546.0,11.5,38.7,0,正常
Day02-05:53,2,5,53,22.7,62.7,6.9,627.0,18.2,37.7,0,正常
Day02-05:54,2,5,54,22.9,61.8,5.7,556.0,18.1,37.9,0,正常
Day02-05:55,2,5,55,22.5,61.3,6.6,471.0,10.6,38.8,0,正常
Day02-05:56,2,5,56,23.2,61.3,5.3,460.0,14.6,38.4,0,正常
Day02-05:57,2,5,57,22.9,61.9,3.5,509.0,19.0,38.5,0,正常
Day02-05:58,2,5,58,23.2,63.0,8.6,487.0,8.9,38.3,0,正常
Day02-05:59,2,5,59,22.9,63.7,6.4,564.0,15.5,38.7,0,正常
Day02-06:00,2,6,0,23.4,61.3,6.4,632.0,53.5,38.4,0,正常
Day02-06:01,2,6,1,23.5,59.3,4.4,602.0,66.0,38.2,0,正常
Day02-06:02,2,6,2,23.2,60.2,6.2,479.0,63.2,38.5,0,正常
Day02-06:03,2,6,3,24.0,60.6,7.7,606.0,70.6,38.9,0,正常
Day02-06:04,2,6,4,23.7,60.4,9.3,590.0,73.0,38.5,0,正常
Day02-06:05,2,6,5,23.1,61.9,5.5,602.0,64.7,38.5,0,正常
Day02-06:06,2,6,6,24.0,60.2,5.2,573.0,57.0,38.1,0,正常
Day02-06:07,2,6,7,23.6,62.6,5.2,612.0,61.7,38.7,0,正常
Day02-06:08,2,6,8,23.8,61.5,8.8,633.0,58.5,38.4,0,正常
Day02-06:09,2,6,9,23.5,60.5,6.6,558.0,66.3,38.4,0,正常
Day02-06:10,2,6,10,23.2,62.0,9.1,608.0,69.2,38.6,0,正常
Day02-06:11,2,6,11,23.3,61.0,7.3,602.0,68.6,38.4,0,正常
Day02-06:12,2,6,12,23.5,60.5,6.9,519.0,61.0,38.3,0,正常
Day02-06:13,2,6,13,23.5,61.3,5.2,549.0,66.2,38.8,0,正常
Day02-06:14,2,6,14,23.6,59.5,8.4,568.0,61.9,38.7,0,正常
Day02-06:15,2,6,15,23.9,63.2,5.9,683.0,59.2,38.3,0,正常
Day02-06:16,2,6,16,23.1,61.2,8.9,701.0,71.0,38.6,0,正常
Day02-06:17,2,6,17,23.9,61.4,6.9,520.0,66.9,39.2,0,正常
Day02-06:18,2,6,18,23.6,62.3,6.9,601.0,66.3,38.2,0,正常
